tid,target
TRRRQUK128F42AD61B,"TROISZR128F428955C,0.00526839,TRAEHMU128F92FAE6E,0.0166546,TRBUPOO128F4287CFB,0.00526839,TRTYJAJ128F42A3AD6,0.00302037,TRVXYYA128F4287CFC,0.00731891,TRJXCXW128F934E875,0.00557597,TRJDJPY128F9343612,0.00614519,TRIHDCX128F9317ED8,0.00320596,TRIZSHU128F4299F41,0.00581693,TRXOJGY128F934E854,0.00600811,TRNZFIT128F42904EA,0.00677204,TRLEOCT128F4257940,0.00482427,TRLQSLT128F422D164,0.00614519,TRTPQYH12903CB80F9,0.00600811,TRQKZBJ128F4289498,0.00705644,TRQULEY128F4288A94,0.00743952,TRVQITI128E0783DEA,0.214734"
TRFJLHH128F92DDC8B,"TRCVNRS12903CDAB50,0.0186787,TRHYRPN128F92F3995,0.0509133,TRXUYDD128F424DB15,0.0334019,TRMJNNO128F930A190,0.000756821,TRMHSOX128E0794FC7,0.00356854,TRMWTYX128F4296CC0,0.00162431,TRBEBII128F426969B,0.0770085,TRBULKA128E0794FCA,0.00620101,TRNNPWO128F931F505,0.010988,TRNFWOB12903CDAB52,0.0338982,TRNVHRG128E0795A88,0.00328636,TRFZIOD128F930556F,0.0279428,TRDLJSN128F92CB760,0.0315817,TREGENW128F93245B1,0.00128046,TRPVYHN128F9309F10,0.044898,TRWVDPZ128E0794FC8,0.0052098,TRUALEN128F92DC20B,0.00196469,TRCCJZR128F428111B,0.0191418,TRCCGIF12903CED1BF,0.00223591,TRCOFIE128E0795EB3,0.00533482,TRJJNDZ12903CB13A5,0.00106887,TRJIRUO128F93098AD,0.00170975,TRJHQWF128F9351749,0.0245341,TRJOVMT128F4265821,0.000368659,TRJNHGX12903CDD0B8,0.0240034,TRJEHWV128F427EEC7,0.0139533,TRJWQPA128F4281113,0.0308415,TRJTHGK12903CB120B,0.000253384,TRIJXPU128F4220E1D,0.0325372,TRIRMDL128F932C37B,8.93812e-05,TRIYRHP128F932C381,8.71181e-05,TRIBRIL128F421E0D5,0.0358622,TRIPSKH12903CED1B0,0.00227396,TRIGBVF128F427EEC2,0.0228675,TRIGSYX128F9338606,0.00196532,TRIQJHP12903D05BC5,0.000489749,TRIUKOW12903CED1A4,0.00328046,TRHMKKA12903CED194,0.00418713,TRHNCKE128F932146D,0.0279786,TRHDFST12903CED1A1,0.00342625,TRHQIGI128F421E0DD,0.0384586,TRXASOL128F427EECC,0.0157305,TRXBAFC128F930C655,0.0469686,TRXNHBP128F92DCF5F,0.029006,TRXNFIP128F42920D5,0.0330182,TRXEBWI128F93385C2,0.00428957,TRXGFPE128F428111D,0.0220349,TRXTGJI128F9336FC8,0.000810612,TROHGZA128F42920CD,0.0573768,TROSGJN128F932C37E,8.90409e-05,TROWCCD128F4253B2C,0.0315145,TROWGOY128F93385B8,0.00168776,TROZEFI128F421E0D8,0.0527843,TRMJHFO128F427BF98,0.000771784,TRMJEPW128F422A4AE,0.0455379,TRMMZCO128F4220E1F,0.0181977,TRMFSWD128F424DB1A,0.0748311,TRMLSWJ128E0795EB2,0.00528989,TRMLVKW128F423F08D,0.000350405,TRRJPEN128F9336FAE,0.000848003,TRRNMTI128F92DDCBE,0.0888894,TRRZVDS12903CED193,0.00418601,TRRULMK128F421E0CC,0.0327148,TRYICTE128F92F77DF,0.00196118,TRYQJWX128F424D3B8,0.00128447,TRACLMB128F429768F,0.00536599,TRAIQDK12903C9F5FB,0.0173496,TRAYENX128F4281115,0.0219936,TRABKPP128F4242E5C,0.0315145,TRAFRDL128F428110E,0.0272367,TRAVSFM12903CED183,0.00419767,TRBNZIX128F93385C5,0.00224571,TRBNGCL128F424DB11,0.0381739,TRBEKWD128F93385BB,0.00224571,TRBKQBG12903CED197,0.00418713,TRBVTCS128F42920C8,0.0608482,TRNROJS12903D05BDC,0.000503075,TRNBLEC128F9351730,0.024992,TRSJZMR128F93385BE,0.00428957,TRSSCVM128F93385C0,0.00224571,TRSDGIQ128F92E3BC9,0.0312273,TRFXIDS12903CED1B3,0.0029797,TRFYJOL128F4220E1E,0.0230592,TRFTNOO128F4259B03,0.0690264,TRDYZVM128F4281110,0.0265389,TRDSCHW128F4281116,0.0228712,TRDSJNO128F426512F,0.000329165,TRDPTKD128F428111F,0.0313754,TRDQDPU128F42990C9,0.0182423,TREIGJA128F4259B09,0.0483874,TREOLTL128F930C653,0.0483874,TREOQSA128F93385BC,0.00428957,TREPEJG128F9351750,0.0281086,TREPWWP128F93385BF,0.00168685,TREQSLP128F148A2E8,0.00306043,TREQUPB12903CED191,0.00418601,TRLITYJ128F9334D1D,0.0266032,TRLRXLV128F424D3CB,0.045441,TRLEEFD128F92F77CC,0.00170975,TRLKYPL128F148A2E2,0.00347895,TRLQRFQ128F9321484,0.0279786,TRPOUDN128F4264804,0.000674815,TRPYKWS128F9336F9D,0.00490182,TRPDEMC128F421E0E7,0.0429977,TRPZEXD128F427EEC5,0.0155601,TRPGOZV128F9336F7D,0.000848003,TRPUITZ128F93385BA,0.00168764,TRPUTVD128F4263CB4,0.000457561,TRWJTHO128E0795EAF,0.00358219,TRWPRJI128F4281112,0.0313754,TRZJEUH128E0795EB4,0.00507686,TRZAOTA12903CED1B8,0.00227308,TRZBCJZ128F4243831,0.00812751,TRZFTAP128F421E0E5,0.0364254,TRZZYFH128F42647BC,0.000368659,TRZTWGH12903CED1BE,0.00262493,TRTIXZN128F4297697,0.00533482,TRTRYIK128F4259B06,0.0449738,TRTZHFU12903CDD0C7,0.0265484,TRTGTAG128EF353C26,0.0690264,TRTVLDY12903CED196,0.00418834,TRKCCPY128F424DB0D,0.145349,TRKNPIG128F932146C,0.028372,TRKEQHA12903CED1A3,0.003281,TRKWOOM128F42920C9,0.0589937,TRKGSOE12903CD119A,0.000663188,TRKQPAU128F42647A6,0.00273908,TRQJTRL128F9334D23,0.0277114,TRQSHFX128F421E0E1,0.0687767,TRQDSEF12903CED19F,0.00298085,TRQEBTT12903CED1A6,0.00294125,TRQLEMI12903CDD0DC,0.0233379,TRQUSFI128F935172D,0.0402751,TRUJUJQ128F42647C4,0.000559565,TRUIAMP128F4281118,0.0305312,TRUHIEG128EF353C29,0.0639485,TRUUWLY128F4265844,0.000665473,TRVITCU128F93385B9,0.00168933,TRVDSVL128F9351734,0.0286448"
TRVNIPO12903CD92B1,"TRWKLNN12903CA4368,0.0236676,TRJPLGK12903CB1111,1,TRONQGL128F4264A37,0.125469,TRMNHOA128F4263670,0.000908873,TRMWTVB128F4249422,0.964755,TRATESL128F92F12DF,0.143811,TRBFICL12903C9ED37,0.895646,TRNBUTU128EF365610,0.612182,TRNEUEW128F9330D05,0.0754628,TRSZJCR128F9320251,0.0754628,TRDBEWY128F9333AEC,0.125376,TRESZCK128F931E0B3,0.0972507,TREQQZY12903CCDB7D,0.136714,TRWLMYT128F92F6956,0.193181,TRZDKWD128F14603F3,0.0972507,TRGBVIL128E0790861,0.895646,TRGQCGV128F92F09DB,0.0754628,TRKJRYF128F1494B0F,0.145627,TRKTGFF128F1455ED1,0.0681771,TRKKOEU128F1457165,0.0972507,TRQNPSB128EF365671,0.318493,TRQZWQQ128F92F671B,0.060377,TRUUSMX12903C93F50,0.123965"
TREFZAM128F42500E9,"TRJXPEU128F425BF22,0.0191892,TRIOMYO12903CEC142,0.0243945,TRIABAY128F421C59C,0.000214816,TRHXMGZ12903CFBBB2,0.000672429,TRHOVWF128F92DE63E,0.00969276,TRXNJVA128F92F6640,0.0159397,TROMRMM128F429D482,0.145348,TROPTUI128F92FD153,0.00440926,TROWGAZ12903CFBBC2,0.000828969,TROUHQG128F425BF2B,0.00422758,TRMHQAR12903CFBBBE,0.00118269,TRMQYHQ128F423AC62,0.00231419,TRRHOZZ128F4244512,0.00412431,TRRRHYC128F9328643,0.00628639,TRRECGZ128F92DE64B,0.596856,TRRQYYU12903C9BDDE,0.00250409,TRYSOZW128F421C590,7.41519e-05,TRYEERU128F92FD1FB,0.00444482,TRLBTCC12903CFBBAF,0.00135476,TRPZVGB128F423AC66,0.00436143,TRZPGYT128F423AC65,0.00377917,TRTSPCI12903CFBBBB,0.000569555,TRQIDFD12903CFBBBF,0.000673717,TRQOTBE12903CFBBB4,0.0167545,TRQMAWP128F421C58C,3.64965e-05,TRUJLZF128F424450F,0.000980529,TRVXLEF128F931FD21,0.00246172,TRVARKP128F421C557,3.20414e-05,TRVBGBH12903CC4917,0.0127334,TRCHNMZ128F421BD61,0.00544649,TRCHGEF128F9301A43,0.00790643,TRCOLTG128F425FBAD,0.00961616,TRCYDXA128F42B502B,0.00108685,TRCSFYU12903CE5C9B,0.677129,TRCWOXY128F14A438B,0.00140625,TRJHZNU128F9314923,0.00610347,TRJFIPE128F92C1D53,0.00216285,TRIAVFS128F42BCD8C,0.00215063,TRILBJV128F42A298A,0.00126025,TRIWPPM128F9312880,0.000507597,TRIGSDX128F42636D4,0.00183207,TRHCGDU128F9314CC3,0.00374902,TRHYECL128F9350CC3,0.000748353,TRHNKPR128F42A9ABA,0.00170215,TRHFCIB128F425EDEB,0.000667204,TRHTEGI12903CCCE7F,0.00156472,TRXOYMO128F92FCABD,0.669877,TRXMEGQ128F4274EB9,0.0306666,TRXBPMV128F4268B6D,0.628937,TRXNJYI128F42A2988,0.00187344,TRXLBDD128E07871B6,0.0186207,TRXTTSE128E0785AF8,0.00354517,TROYGND128F425F281,0.00571506,TROARDG128F93410A3,0.0020655,TROBJYA128F42A2984,0.00117353,TROSNDB128E0783CB9,0.00500446,TROLRYO128F4258201,0.0109972,TROPLBM12903CF25CD,0.00355691,TROVLAJ128F42A2987,0.00115834,TRMJRJA128F42636D6,0.00183207,TRMBQDJ128F425F283,0.00825317,TRMSKQD128F4273637,0.000137141,TRMEXWF128F42605F3,0.00119119,TRMWTPN128F425FB9B,0.00547799,TRMTJPL128F428A39A,0.00582997,TRMVTEM128F92C2A37,0.00255542,TRRMGTD128F92D1CDF,0.00377978,TRRLESE12903CA1807,0.00522906,TRRTAJN128F92DED48,2.07519e-05,TRYOEUD128F42A2989,0.00100988,TRYOTZJ12903CE76FE,0.00105879,TRYSOGY128F149597C,0.00290269,TRYFJZL128F42A2983,0.000741347,TRYDITM128F425FD18,0.00772147,TRYLPAA128F92DED4A,2.28147e-05,TRYLWXJ128F14A919A,0.000944444,TRYKZEO128F42A298C,0.00167562,TRYKTFR128F4289104,0.101571,TRACIQZ128F42ADD70,0.000438243,TRAOVUQ128F42ADD54,0.00170215,TRASGBE128F92E2D27,0.0785077,TRAFINM128F92D1CE1,0.00110682,TRAFKII128F4291B06,0.000645531,TRAWIJG128F42B502C,0.00111695,TRBJNCV128F42A4E87,0.0630855,TRBYVOV128F427BA74,0.8666,TRBBVDW128F4260607,0.00880921,TRBNSFF128F9350CC9,0.000649103,TRBESZN128F42BCAE1,0.003988,TRBGXNQ128F42AE41F,0.00199363,TRBKMQM128F429256C,0.0015065,TRBQPMZ128F931493D,0.0020655,TRNJQFC128F9310F89,0.000118385,TRNRXDD12903CDCD2A,0.00276896,TRNAAJF128F149597F,0.0034866,TRNBIUR128F1495980,0.00309312,TRNSIKW128F425FD07,0.00790643,TRNEDDO128F1495981,0.0018459,TRNEVSB128F92ECFE7,0.00093901,TRNLLTP128F42A298B,0.00129844,TRNPLYT128F428D886,0.00260103,TRSOQMO128F92EA4D9,0.00327532,TRSRXVH128F425F27E,0.0250315,TRSSUAV128F148D60F,0.000932827,TRSDIFD128F42A9ACF,0.00998081,TRSTCSY128F42A2981,0.00123334,TRSVAZX128F1495984,0.00333471,TRSVFYU128F4264147,0.0038443,TRFJCXJ128F9314CC4,0.0033328,TRFHIDV128F93410AB,0.00123204,TRFXHZJ128F4289F34,0.00140651,TRFBDNA12903CEADB4,0.0177029,TRFZUZC128F93234BA,0.00177756,TRDIAUR128F92E5EF1,0.00448769,TRDAQXU128F42BCAFD,0.000496846,TREIQMJ128F4271B59,0.00250363,TREQRZA128F4294457,0.00319089,TREQGKH128F425A97F,0.00396398,TREUYEV128F42BCD7B,0.00433898,TREVIRR128F42B0BBA,0.00106446,TRLXKVH128E0785AFE,0.00385989,TRLMCQK128F4260603,0.000483587,TRLAKTG128F42BCD6E,0.00373106,TRLBGWG12903CF2556,0.578081,TRPJGUB128F148D60E,0.000955953,TRPIXLM128F9314937,0.002707,TRPXEZN128F42AE420,0.00200037,TRPRIVX128F42A2982,0.00187359,TRPABQD128F425F275,0.00327995,TRPEAYH128F425FBA7,0.010365,TRPZYOW128F4266C71,0.00384495,TRPKXVM128F42720FE,0.0113102,TRWHXSC128F42BCAF9,0.00213002,TRWHOVO128F1463E70,0.000830179,TRWMTMX128F92F6577,0.0011379,TRWMKLK128F1495985,0.00731094,TRWNGVV12903CCCE7A,0.00189509,TRWSGNS12903CF2447,0.578081,TRWDCFZ128F426542A,0.00519439,TRWTOCS128F92DED44,0.000179972,TRWKJUA12903CCCE8F,0.00179672,TRZJNEX128F9314CBF,0.00194903,TRZOANU12903CF25A9,0.578081,TRZGODJ128F92E5EF8,0.00116695,TRZKTLF128F429FB0D,1,TRZQMRD128F92C296C,0.00297754,TRZUBAS128F931492B,0.00206042,TRGJOXO12903CC8792,0.00113883,TRGJDHN128F42B502E,0.0005141,TRGJTDH128F4264C85,0.00382035,TRGETIH128F425F277,0.00720949,TRGGAWD128F42B0BAD,0.000781293,TRTPZPE128F92E5EF2,0.00126482,TRTWVEY128F1495982,0.0065306,TRTTAGM128F425A4F3,0.00396398,TRTUSZF128F422964F,0.00618201,TRKIEPO12903CEC344,0.628937,TRKASXA128F42B0BB8,0.000719682,TRKWXOA128F424A78F,0.000900121,TRKGCNL128F4245E7A,0.00108685,TRKUTPF128E0785AF4,0.00278941,TRQNAAG128F425FD3F,0.012437,TRQTGHB128F92C2971,0.00218959,TRUXFUT128F428F20E,0.011738,TRUMCMA12903CF24AD,0.00595662,TRUYWQL12903C9A02D,0.0013835,TRUAMQQ128F425FBA3,0.00554714,TRUAQMF12903CF258C,0.00435517,TRUBCAK128F42A2985,0.00111562,TRUWYSV128F4260605,0.000723095,TRUVDEE128F1495983,0.0060047,TRVRWGR128F42605F9,0.00106369,TRVYPEI128F427082E,0.00243941,TRVFGEW128F149597E,0.00288131,TRVEDHJ128F4260609,0.000632514,TRVKQTY12903CD6D96,0.00109623"
TRDDNBX128E078EE9F,"TRXQEML128F148EAED,0.0789363,TRBJLNU128F148EC03,0.00526991,TRDDCDP128F1455266,0.145875,TRDGEJY128F92D1899,0.0371077,TRQAZKK128F42672BC,0.0755136,TRUOFZZ128F92FF8B8,0.0371077,TRUSFCC128F92F30E9,0.0702873,TRVBPEU128F145526B,0.0893479,TRCMPHN128F1490734,0.0912784,TRCZJNS128F4261912,0.00576974,TRCZDCI128F4255287,0.00260738,TRCZENF128F426E632,0.0464966,TRJIDLK128F4255296,0.0644149,TRJMNXX128F429881E,0.0630709,TRJRHXF128F930B4C8,0.0489679,TRJAKHQ128E0792BB2,0.105212,TRJEAYL128F427F1D6,0.0563212,TRJQUTI128F92FFA8E,0.0523418,TRJUGHP128E078EEA7,1,TRIIDTS128F1469B2A,0.040238,TRIDJNL128F429881C,0.245792,TRIVTFL128F92F087B,0.160879,TRHCPOA128F1469051,0.0999364,TRHDLOH128F426FD9D,0.060251,TRXUBWR128F4265D01,0.000889466,TROCZHA128F92DD00A,0.0996218,TROJIDV128F42AA342,0.268663,TROJPWV128F9337986,0.07443,TROXAOF128F425527C,0.00321324,TRONGHS128F9308FD0,0.000200604,TRONGAD12903CBFB7C,0.00576974,TRMLORX128F932C876,0.0839897,TRROZTK128F425CFA4,0.0999364,TRRSVAO128F427ED6A,0.0762261,TRRDKSB128F42500E9,0.126707,TRYHAKZ128F145919C,0.0511599,TRYHLVJ128F4243BB5,0.0947536,TRYKBFC128F4298816,0.200691,TRYVSUT128F931FAEB,0.000117899,TRAIIHN128F42AA377,0.339996,TRAFBTA128F4219EE3,0.0327938,TRAFSUA128F427EDD5,0.00339175,TRAEXWM128F4297C85,0.115739,TRAWHZE128F42AA354,0.485575,TRNXKWH128F1477128,0.0250731,TRNSSAY128F92D19FF,0.0933428,TRSGYIF128F1452773,0.0473101,TRFADVL12903CE911E,0.17116,TRFLZDU128F42AA360,0.00734321,TRDAIYC128F92DCF93,0.0484686,TRDDYPO128F93104F4,0.0877581,TREJPGK128F92F08D5,0.17636,TREAKIJ128F4255282,0.0618628,TRESKVT128F42B36CC,0.0839897,TREZVOA128F92D19FB,0.0214677,TRLZPWV128F92DCF92,0.0483489,TRLUUNE128F93104F5,0.12238,TRPHBZX128F42AA338,0.191932,TRPMBVA128F4298820,0.162503,TRPBPUN128F425528C,0.0026084,TRPSMGJ128F42500D9,0.301691,TRPKGYO128F427432B,0.675383,TRWWSQK128F42AA36A,0.185378,TRWQDGU128F42AA3AA,0.295279,TRZJQJW128F4243BB3,0.0793272,TRZOJFV128F426731B,0.00125408,TRZKKPI128F42AA3C4,0.241438,TRZVJZF128F429882D,0.162494,TRTJQJM128F42AA38C,0.191887,TRTMASD128F4298819,0.255258,TRTLPOR128F4298810,0.161809,TRTTQCG12903CB1DF6,0.0834596,TRTKGAG128F4255284,0.00233891,TRTQPGJ128F93225B0,0.0644149,TRTUPTL128F42AA383,0.184991,TRKAJKO128F1459199,0.0457187,TRKPRRA128F92DD002,0.00321002,TRKWQMJ128F4298823,0.176796,TRKZDZC128F4298826,0.155098,TRQIBGM128F931FAF4,9.43153e-05,TRQDKBQ128F1452779,0.0563905,TRUAZQS128F9310502,0.196228,TRVOFCH128F42AA3B0,0.241438,TRVRTVK128F42AA397,0.30757,TRVYVZN12903CE9122,0.151748,TRVKAPR128F425CF94,0.040238"
TRSYFUA128F429647E,"TRJJKJX128F931BE06,0.00129012,TRDTLRE128F92C46D1,0.000596299,TRWMCAK128F92C4728,0.00354442,TRGLRRP128F4272C3B,0.034205,TRCUJEX128F931CE48,0.00109555,TRJFOCD128F9317919,0.00429613,TRJGFIK128E079515A,0.00282562,TRIMBRH128F9322E53,0.00410663,TRIMNPO12903CA2B47,0.00328045,TRIRBXF128F9322E51,0.00350976,TRIWAAC12903CBD77C,0.00328045,TRITIIO128F4265D51,0.010142,TRHSBMF128F4274EFB,0.000529677,TRHGCJH12903CE8863,0.000936782,TRXXEDP12903CBBB05,0.00328045,TROBKJU128F42A7EF7,0.00449452,TROEGSA128F9340DCB,0.0121068,TRMEZON128F92EE59C,0.00387049,TRRFOCV12903CC9DD8,0.00328045,TRRPGSS128F9322D09,0.0014202,TRYONSW12903CE49FE,0.00328045,TRYQWJB128F9340DD4,0.590129,TRANQEB128F92C46CC,0.00174279,TRAZFPG128F9322E4E,0.00350713,TRAZDHL12903CBBB4B,0.0216062,TRBCVVB128F92EB308,0.00174279,TRBHBGQ12903CE885D,0.00153394,TRNCLEU128F9322E54,0.00260726,TRNBGEX128F4274EB7,0.00160177,TRSEYPH12903CA2ACD,0.00328045,TRSWEMV12903CBBBD2,0.00328045,TRSGJPV12903CB0F6C,0.00328045,TRSUKBH128F92EE56D,0.00180107,TRFILTR128F42A7EFF,0.00108806,TRFAEEN128F4274F0A,0.000939991,TRFUVAY12903CB0CFD,0.00328045,TRDSXQR128F9322D0A,0.000722124,TREBDAA12903CE8857,0.00271154,TRLPXET128F425F84C,0.0022193,TRPMORB12903CAA846,0.000936782,TRPAXPU12903CAA835,0.00271154,TRZONMP128F932CED3,0.00131681,TRZMGQR128F425F92E,0.00406187,TRZDUUG12903CC5C42,0.00328045,TRZZTIJ128F9322D01,0.00429969,TRGZXSN128F42A7EF3,0.00320338,TRTBFAL128F9322D0B,0.000823923,TRTLXZV128F9322D13,0.00223227,TRKIONS128F9322E52,0.00319827,TRKHGKL128F9322D0E,0.000686055,TRKFXID128F1467BDC,0.00131681,TRKVWRU128F92EE550,0.00176704,TRQDAPK128F92EE5AD,0.00283138,TRQWUVF12903CA2AA3,0.00328045,TRQTPVX128F9322D07,0.000722064,TRVWSRJ128F9322D0F,0.00124132,TRVUOIA128F92EE570,0.00172897"
TRWSJNZ128F4296CB8,"TRWQKMD128EF34C49C,1"
TRJLRCL128F145BE85,"TRFMAHM128F1466959,0.00723446,TRFBZLX128F932BF61,0.00350372,TREPAWW128F4258871,0.00127276"
TRSFZES128F422CD9E,"TRODDSN12903CFB740,0.597657,TRRXZUJ12903D0A108,0.318488,TRATSNJ12903D0A109,0.362076,TRBWVOO12903D014B9,0.117388,TRZFFZG128F930B2C6,0.032151,TRKITAO128F930BC7D,0.0268156,TRQKORK12903D0A107,0.349193,TRHBPBM128F4231118,0.0385443,TRMMIHU12903CFF742,0.0460898,TRYMLPW128F9326595,0.052606,TRFFBOT128F930C0A0,0.0193649,TRDSVOF128F4280777,0.0372096,TRPDKPA12903CFB4CF,0.000563405,TRPPWIX12903CFF114,0.052606,TRPKIJP128F1458CB0,5.4357e-05,TRZYUTH128F930C097,0.0246154,TRGRNGC12903CDED5C,0.0888765,TRQMAJP12903CFF73E,0.0438253"
TRRKGPJ128F422B74D,"TRYYXTH128F428AC71,0.00945328"
TRRRWCP128F145F8E5,"TRGNCMW128F1466058,0.000120797,TRTPMCR12903CC2519,0.00102072,TRKCNPZ128F145990B,0.0216939,TRCXVBA128F42B7D74,0.0247559,TRCEWSV128F42B7D6C,0.0189571,TRCWXDO128F1474BC5,0.000627308,TRIFWXD12903CD85BC,0.00065561,TRHPXJI128F92EF502,0.0334428,TRHPLKN128F93218BA,5.00428e-05,TRXVNGY128F92F1F44,0.00169211,TRRCWSZ128F92EE93F,0.0105376,TRRAVQC12903CA9136,0.000416638,TRALJWZ128F429CFA5,0.0144522,TRSPJHT128F423EE83,0.00147414,TRFRXOO128F42ADC8A,0.000934421,TRFQTQU128F4263694,3.45436e-05,TREJWGR12903CA8F6A,0.025552,TREEDUE128F14A9499,0.00739513,TRQUWEG128F1480CAB,0.000570808,TRUSPLC128F1467FAA,0.011709,TRUTSCA128F42ADFB4,0.00277965,TRUUYTD128F92DEDCA,0.00696569,TRVLJYT128F1475F57,0.00751405,TRVWNDA128F93218B5,0.000627308"
TROXGAJ128E078D609,"TRMLQDB128F42A7EE1,0.00336124,TRNJNBF128F4235E31,0.00553191,TRLNFPE128F4235E47,0.00411793,TRWANTM128E078D608,1,TRWGMRR128F4275886,0.00143666,TRZUKLU128F4236147,0.000341978"
TRTKAQF12903CC2F9D,"TRCRWZT128F147B792,0.00150934,TRXDYUX128F424FCF8,0.000562057,TRXEJQK12903CC2FAB,1,TREWUJN12903CF0EEA,0.0096399"
